"","MS245","MS374","MS371","MS348","MS352"
"P22392;O60361",18.7627164451384,18.5351466983994,18.6257636194756,19.0381888873539,18.4718656883818
"P63208",18.7135288970576,18.5395798888363,19.1689568716529,19.2557295528062,19.0040974573796
"P51149",18.5869121734834,18.7424035075862,18.826379461851,19.2436866323609,18.8980681836356
"O43707;P35609",17.7546747895744,17.856854821487,17.6004989201552,17.8260238139336,17.4666381105605
"P61163;P42025",18.3042293028815,18.463242696983,18.4388371890278,18.4924127573848,18.5070320214643
"P62873;O15213;P16520",20.464977038055,20.5607608340498,20.5510087508762,20.4930855296516,20.7394384606253
"P50991",17.8169974360047,17.9034740839324,17.9048951215999,18.1659992269055,17.9506290934519
"P78371",17.0953699652958,17.1838615502197,17.3114129645254,17.4099340732075,17.2826511242584
"O00429",16.8051442341217,16.7730289954017,16.6361080149792,16.8019397786144,16.6639622875294
"Q16836;Q9ULH7",18.5084229501306,18.5538029144496,18.932672879091,18.7188307615467,18.9576137606622
"P31946",19.9638905254323,19.7285922126334,19.9086037718227,19.8999684024703,19.9749580447116
"P00441",22.5375762509152,22.5723670324873,22.529401311975,22.887311487141,22.6159420135599
"Q14019",18.1343735647503,18.4929615530237,19.1503447680514,19.0785501474854,18.3809467272426
"P00492;Q9NRG1",17.4416342816871,17.9132508565761,17.3071939051032,17.0324787407456,17.3212625011916
"P14621;Q5T8P6",17.4647451626575,16.4964322174802,16.8362750962516,16.7396911700006,16.3779323682102
"Q08257",17.1855345238035,16.7452260771245,17.7668668262128,17.1116882912393,17.5917141168577
"Q13938",19.7206732709194,19.2985972611512,20.250063510195,20.0070093597354,19.3193376637573
"P29966",18.9199951816022,18.4759715521921,18.3984558304405,19.1603972554573,19.7249061037247
"P17302;O60271",18.9768106854744,19.1587513207651,19.7406638148304,19.8945899508806,19.7239701716391
"P15104",18.1765170045177,19.0755909832214,18.4828362677602,18.988979676816,18.4541320393484
"P35232",17.2759182829722,18.2057887069808,18.059439906688,17.8443248242317,17.5997543128895
"Q8NFZ8",18.4210869032989,18.7980720263627,17.7225383548879,18.2591806181748,17.9900423735313
"P04632;Q96L46",18.9718410608857,19.0113054773109,19.5147101107712,19.531629587077,19.101779198732
"Q9H008",19.710829401335,19.1628630393834,19.0372336251956,19.8278134724243,19.7404188832299
"P48163",17.4144136374589,17.6922839877331,17.2928597990633,17.388485789795,17.1791950061077
"Q96GW7;O14594",17.5380620835237,17.6925274430522,17.8092715206119,17.7944330670854,17.3855156546739
"P26641",17.3066148063133,17.5228949426517,17.5215404711862,17.2375244005485,17.3132466504164
"Q99832",17.5597500935002,17.2758527178237,17.055616762292,17.3546956657726,17.7233854572133
"Q8N335",17.9086042682927,17.5703987208965,18.3411023307452,17.708094223914,17.9502578933027
"P00491",16.7938707070526,16.8966727023253,16.7149055232683,17.1734670992231,16.666895680905
"P61158;Q9C0K3",18.6590788389804,18.466418616159,18.9132642643412,19.2041900800683,18.7551109464394
"P53396",17.474209845792,17.5510289079526,17.5744640361043,17.2087845503521,17.5514324892854
"P18206",18.131847604996,17.9469295132827,18.7132591953512,18.1683563337068,18.3136919356494
"P22061",19.1859707284972,19.0036912463084,19.1637800499384,19.0741290025277,18.8862291373595
"P13693;Q56UQ5;Q9HAU6",17.6384359257747,17.326916768561,18.1107498284722,17.9173389624922,17.8851321214054
"Q8N8N7",17.2652643395864,16.9675668932448,18.0215930783819,17.8377074591052,17.7249546660354
"Q15257",17.5184044002375,17.7605409220559,17.8785657571663,17.9724795630804,17.8297323595394
"P07237",16.720527776288,16.4677742961585,17.0264400397566,16.7522258191941,16.922615685735
"O95865",17.8703940533346,17.4221486199957,17.972085812392,17.7189493863773,17.7056031276689
"P51884",18.7557457325728,19.0144480675992,17.4499786535616,15.0412796997188,15.5090219038557
"Q13336",17.6098596177384,16.7862180383562,16.1917484343125,18.9134865451996,17.4496680463998
"Q92597",18.1305941969607,18.1027960272566,16.8988184271165,17.3472085657284,17.9398718407557
"P0CG05;A0M8Q6;B9A064;P0CF74",19.8451859930222,21.4034302172398,20.259633611871,19.9966505710412,19.0967407808414
"P02794",19.4171031563857,19.335580081014,19.3743730627436,18.5514552559529,19.519337567554
"P07585",18.2337745072497,18.1259818732965,17.882335845171,16.2780283953809,16.3294348966804
"O75746",15.8236913616332,17.093641666032,15.8584976520815,15.3867951547041,15.7100293251947
"P11498",16.7585441925893,17.0607385511204,16.1284902143616,17.0301420539387,17.0413365798422
"P31947",15.1516854654821,14.1214409968578,14.9375907653874,15.0382460385872,17.9746298356702
"O95373",15.5610022002809,15.5240938224401,14.9381209582681,15.5258220575968,15.6174263304406
"P17600",16.7373302105199,18.1180698843028,17.3414290623104,16.6339002461708,16.7120638635778
"P00403",19.3754798348626,20.0950247207021,19.5575853688781,19.0809462845272,19.2583546763663
"Q9H0R4",17.9700472021593,18.0378974391966,17.7913550372806,17.9914387487084,18.3862201358722
"P40121",17.5000638641858,17.1368203111754,18.2249942160467,18.3956788099015,18.4938886835668
"Q05193",17.6519094517679,17.9441642119816,17.0348856798486,17.2390360632773,16.9672651063972
"Q13642",17.8929290592096,17.1688247915928,17.9226901633205,18.6146981906075,17.9582652922529
"Q96FC7;Q92561",16.8397598312928,17.2311617283176,16.9912447567225,18.2355549460311,17.1682160755471
"P36959",18.1201495684815,17.6673008328497,18.8274892514938,18.3547380180621,18.1892463154647
"P23381",17.4860995583164,17.6812147218201,17.3733135541985,17.0201663286555,17.5778160359967
"P11233;P11234",17.6635422642268,17.8434262987669,17.6238754387346,18.1204353121329,17.5672832017568
"P05026",20.0239462547517,20.495330109695,19.3445847455948,19.425260830692,19.6701636237784
"P55809",15.4516838927945,16.5069906496878,15.7545778344578,16.63135708718,15.7195874489761
"Q9Y696",18.8247188110611,18.4248680846895,18.7399570808923,19.3113218163239,18.9331358154066
"Q9UHD8",17.4760408728814,16.7022039631697,17.1701696311871,16.6729640474049,17.0356231261985
"P07737",19.097478815732,18.6345187051177,19.2787652553743,18.9555120499581,19.1551236668209
"P63000;P15153;P60763",19.1858252723757,19.3277609545714,19.7883396519971,19.5671310594557,19.5304442556999
"Q7L099",17.1470019455528,17.1510513676059,16.4531471648864,17.0961099669731,17.2185208273032
"P07437;A6NNZ2",20.1577564791247,20.3494070825499,20.4607110245048,20.6241101876186,20.2632275275953
"Q99962;Q99961",18.056768299255,18.2945735259848,17.7592504662737,18.1483373192001,18.0067945906548
"Q9H4G0",17.0083530031143,17.0292187394879,17.2049702139639,17.8120396467606,17.2687647859329
"P60981",17.8620607110915,17.5942601818509,18.2323037170916,18.0011159459392,18.0196852940037
"P07954;A6NCI4",18.3069876874866,18.6021945862197,18.2037149538241,17.9821055645398,18.5716469530614
"P34949",17.222640872694,17.5886475871958,17.8073641181735,17.7658330098985,17.9196369816634
"Q92499",16.3909263674667,16.0208812299441,16.3027165723967,16.4151401521395,16.4776451881113
"P35241",15.4977621219512,15.1254052182884,14.7544517788994,15.702161176628,15.5039072294999
"P23526",17.923136417082,17.8139164532127,18.0424740249406,18.3021867552113,18.1471381835153
"P40227;O14727",17.5697579250993,17.1990225772735,17.1214660971439,17.517977802006,17.5828895114569
"P60953",18.985686359013,18.8968109735265,18.9807573573629,18.9375660017,19.167458320108
"P06899;O60814;Q6DN03;Q8N257;Q96A08",18.4265675875121,19.8702929629127,18.8523308610539,18.7224052056622,19.2921928326701
"O94905;O75477",16.423249236938,16.053181764544,16.5933999869577,16.6277099816663,16.7167349421528
"P14415",18.5051667201252,18.6906269759,18.4979255331084,18.5457521355006,18.4980604143231
"P13804",16.8997256221704,17.3067862598738,17.0738985218782,17.5399928785085,17.1902822700597
"P62140;P36873;P40938;P62136",17.6745895151453,17.4162333153442,17.6580462396998,17.8246671963718,17.6108122205028
"P00450",16.798259085153,17.0209616844136,16.5336226525216,16.8682046009819,16.7293643190763
"O43813",18.2382119852618,18.345680331358,18.407016051884,18.0683053084384,18.5442033074544
"P36542",16.8703383434396,17.5031270961035,17.455554291689,17.0587272309721,17.0822466831143
"Q14697",17.3418716321866,17.1927527509019,17.3470761272534,17.2227732519502,17.4996951882146
"P27361;Q99759",17.3741059882795,17.4299851432209,17.1515552341559,17.4312612542898,17.396226227291
"P52758",18.2058088637936,18.2337077931212,18.4683844156361,18.6881624535112,18.6448003982865
"P13797;Q14651",16.7588094237947,16.7874784581756,16.4543389872055,16.7085528401437,16.8476747945662
"P60891;P11908;P21108",16.564844124249,16.6196747522046,16.7688818525503,16.6211470396959,16.5806122806719
"P02790",17.8867162113045,18.8224537866259,16.8745997290939,16.7378577340067,17.1881130416818
"P08779",13.1881292039771,12.9349733759839,13.5304675029875,13.1485051323709,17.057652292716
"Q06828",16.3886344669016,16.1624403449054,16.8092277881641,14.8052302045274,14.7959401458933
"P01011",16.9091638369945,17.4743345838654,16.9174372307376,16.8624363597497,16.3791880793422
"P04179",16.8936242082439,16.8567620916245,17.4988489770313,16.3617907902451,17.6655678632912
"P02763",19.5070139041262,20.2565169416828,19.4996501893055,19.2453674965107,18.9949266872353
"Q16798",15.6516014629183,16.2125561215316,15.1950705353241,14.7466697123369,15.3514930503694
"P13647;O95678;P12035;Q14CN4;Q5XKE5;Q7RTS7;Q8N1N4",12.3991331466161,12.9991605392571,12.6385534938966,12.547205740569,17.1719920308479
"O60313",17.2964941754651,17.4379861088865,17.4684726805847,17.8031574317845,18.2115903399661
"P13073;Q96KJ9",16.3141981836491,16.9575768256835,17.059525848162,15.9189968747,16.785542459009
"P78417",17.0869008234796,16.1844077984048,17.6482594139222,17.6157762736597,17.095432130104
"Q9UI12",16.7118885137915,17.0358837597827,16.5382680795582,16.163268328327,16.634430881135
"P06753;A6NL28;P07951",16.7173464966451,17.4895794662014,18.1971383287638,17.4277480902658,16.7903670007197
"P51659",15.808177493644,16.5797142129369,16.1814917759204,16.7307777469188,16.3776433358026
"P36269",16.3593591602852,16.6445636794972,16.9445130013897,15.5251869364506,16.4979349290536
"Q9HA64",15.4278650841753,15.6425751985159,16.1408047402061,16.5477312981575,16.5639481025578
"P10599",19.4072969164474,19.4445859795839,19.8492966605852,19.8421250934617,20.2273399087733
"Q9HC38",16.4060109724774,17.04548858725,16.9728062226869,16.6762142449324,16.7823392673788
"P62979",18.1384862977205,18.4106168914333,17.63833544305,18.6245600927706,18.1205411907168
"P08559;P29803",16.8688637914751,17.4520939829436,16.871803737809,16.9809544799483,16.8505374126601
"Q9Y277",16.9787108273791,17.699719826985,17.1531602744246,16.8275456975638,16.5146300538497
"P62879",18.9820279223028,18.937617159837,19.4139605941965,19.5375049151436,19.0614818077562
"P15259",17.3081445769932,16.7129733587673,16.5290770047005,17.8641156194112,17.8085042259802
"Q99426",17.1335656306556,17.1706547717137,17.2398833350368,17.7647987688514,17.3962331487854
"Q9UPN3;P0C7U2",18.1031885535931,17.9101206413188,18.1648942391126,18.7544963982133,18.0476206657836
"P18085",15.8103607107026,15.9262802759208,16.1725024828187,16.2661250366996,15.8813891550528
"Q99714",17.4657103590944,17.9683109462945,17.3067303218344,17.5029725044076,17.6507889322379
"P31689;Q7Z333",14.334077353914,14.3399843922475,13.5397795187071,14.4983095544787,14.5528838153923
"P34913",15.6887658308235,15.9344664983904,16.5305321908689,15.6098486355105,16.4480493278001
"P23284",16.7175418100546,16.6205757082626,16.7775377170239,16.2543225815456,16.7014050321326
"P23634",15.8985280079771,16.0554796244585,16.6354253040142,16.8966604413297,15.9005318383235
"P11586",15.9370078588821,15.740283959226,15.9660543384862,16.65029625498,16.5477170979741
"P51674",18.3939004306959,18.1020675942751,18.139419743098,19.12540925897,18.1438537943529
"P27105",17.123854182347,16.4836407996146,17.189095514032,17.2573696691549,16.4425268954016
"P09960",15.7144844980908,15.7913199519221,16.160246744889,15.9875130743457,16.3436517963804
"P29218",17.7395021794247,17.5044135712417,17.977670323789,18.0057577897142,18.0877646336325
"Q96CW1",16.4106220291908,16.8266785707223,16.6468868642853,16.7793578084803,16.621115606113
"Q16851",16.8621497398036,16.7549845363166,17.4804802674151,17.3806438584149,17.2982712369388
"Q9NSD9",14.4230396571867,14.8794463566776,14.5340062921425,14.2112484801029,14.7206606016028
"P12814",16.0026859516199,15.7202954445534,17.0658549029916,16.3446711736472,16.95404836265
"P11177",16.0811493145565,16.4818825089845,16.3397688524901,15.9102591078086,16.1905596708684
"P43003;P48664",19.214465249853,19.6162209433267,18.6699994422486,19.8514817842512,19.2927387005334
"P30043",18.7035364222605,18.3295252366004,18.8310351041641,18.662023654146,18.8053369511925
"Q8IWA5",15.5483354096538,15.3932028410478,16.3285967450833,16.4221675057114,16.1340799258134
"P17858",17.6258389732197,17.6452457079353,17.5584937832772,18.3225737217298,17.6161675868286
"P23297",20.1449805067172,20.0848390140644,20.0375768455147,20.2976411782967,20.464714312438
"P50995",16.6217485401188,16.6628708040945,17.1160237183001,16.4518784769526,17.2356593278326
"P37840;Q16143",16.5757661091051,17.3608815854036,16.4793282175261,16.7368083111813,17.0162894316848
"P61160;A8MX76",16.1780444574643,16.3015882618063,16.3530459378009,16.9481388652217,16.2895027945774
"P09455",18.4056468595731,18.7479672198727,19.1509799279057,19.4106934117727,18.7582166670237
"P61088;Q5JXB2",18.4328768414544,18.491376801777,18.7804597008207,18.8174506679442,18.6124240276101
"Q9C040",14.943602391701,15.1890425396066,14.9018172175832,15.742696383743,15.0061790104771
"P19338",15.6738157498046,15.6409684372505,15.8469476595638,15.4669474534093,15.19802908457
"P55060",16.3711270348717,15.2905498170645,16.0296732578476,15.9011158366261,15.9248722738881
"Q03001",15.0314611976288,15.2029698498062,15.0974742442627,15.5337118568221,15.477856554662
"P68402",17.8338320487661,18.1735655312701,17.9931121463714,18.0841874693524,17.6780810751325
"Q9P2R7",16.2882180919892,17.1224856711525,16.5033830705256,16.5934882628134,16.4353551868928
"P61970",17.4995365707971,17.8354942725854,17.7283605216883,18.0077540729015,17.8293741421934
"P50135",16.7737996058984,16.5188276756734,17.6065238301493,17.0001632700971,16.9289374907334
"Q9Y4F1",14.6377439741398,14.4135588136032,14.7899445768542,15.3444783307242,14.4725021494563
"O60664",16.2903554678475,16.4249055747975,16.0538497026824,16.1823314940547,16.4935140044916
"Q07021",19.6898727777431,19.8011833969282,19.8090856367262,20.337445196788,19.5417906856107
"Q9Y6C9",17.599060696574,17.9318938606367,18.0412134397896,17.8877632297272,18.0480199119885
"P02545",16.4276708000812,16.3539701437386,16.702806609863,15.8797441558416,15.6518687872244
"P28161",17.825618670951,18.1785116478088,18.0582161666373,18.2218638676112,17.9760423006484
"P49591",16.592758325906,16.7409861344536,16.4191210402786,16.6223066862528,16.638512312394
"P10909",17.4467475885421,17.3106174578628,17.3146619232035,17.3351473869326,17.0707007101184
"Q08209",16.2414378148159,16.9297267587376,16.3951032326789,16.6244057229325,16.4542306124575
"Q96FW1",16.4914677294083,16.6853134607753,16.9110371697213,16.1063307782833,16.5184143209452
"Q7L576;A8MYU2;Q96F07",15.9326240051088,15.9248050367235,15.8217989106901,16.1359038165341,16.20578667867
"Q02218;Q9ULD0",15.9397329587896,16.4656001466984,16.5358328177287,16.1907960593171,15.6772315435276
"Q9NTK5",17.5158944849032,17.4120080393767,17.0797107337914,17.1861220665225,17.7176023085211
"Q7KZF4",14.7745659554041,14.1005566176255,15.143235728597,15.1626431465658,14.4692097285598
"P01019",16.0725984159563,16.2451426468831,15.7521035042032,16.4296220101762,15.9121671306052
"Q08380",15.3495922013913,15.0600900838966,14.6738055158769,14.6638515034287,15.2291592061575
"P05556",16.3722124947009,16.3113091873901,16.6143402822699,16.0322304692509,16.2089616442057
"P78559",15.7245716648628,15.6767388129573,15.5498569531731,16.1975070588148,16.2017909759215
"P13796",17.2739055752476,16.9481301236118,17.9371343740172,17.3913045131419,17.2952442633575
"Q04917",17.6405993713243,17.6918145037689,17.918975648423,17.6109778765941,17.8844702284901
"Q9HDC9",16.0315439936938,16.4657932948264,16.2073786185817,16.5837657615477,16.0505896186625
"Q8NCW5",16.7411688729055,16.7607044310589,17.1018217799112,17.0447206731898,16.764390581915
"Q14203;O60760",14.9338880235073,14.5769741064232,15.2311835808325,14.9026922841705,15.094587099471
"Q9Y2A7",15.1722807707267,15.0553727759012,14.7909385132434,15.3847800099168,15.2402055712785
"Q16799",14.6438499721864,15.591097431164,14.9895382806653,15.9567159423867,15.1495138592068
"O75340",15.9742214761812,15.8032633912174,15.9729406566793,16.2289752052632,15.8284335909357
"O00410",15.4008414076261,15.4146046101613,15.6541804645034,15.950032601877,15.7281972880047
"Q12797;O14879",14.2216997841012,14.8808538919012,15.4129650071476,14.9978586778621,14.8363043512957
"P36776;Q9NQI0",16.1931513153881,16.0995969386166,16.2841458206351,16.0403256849735,15.9517925064802
"Q15907;P62491",17.2785864002747,17.2175053934334,17.3555230092026,17.7212056600303,17.199728189614
"Q9HAV0",16.1809827687804,16.0327406844278,16.205992275365,16.2712213686223,16.0856674526364
"P11047",14.0984863211994,13.8553780306113,14.3758088847146,14.3029764925961,12.9996324987855
"P01023;O95170;P20742",17.6603130406677,17.6136417620343,17.6578122798228,17.7515418490722,17.6799185718831
"P61586",18.0152115570925,17.9754517576346,18.3853204570538,18.3979819459838,17.8755014219536
"Q7Z4W1",15.4131148109967,15.7217045540564,15.6688667672383,15.8420402297165,15.3384868320787
"P68366",18.897947617168,18.9111087275876,18.9783012543663,19.126316737196,19.0343666430745
"Q9Y5L3",15.7416342379407,16.0917808511309,17.1407018133312,15.3827166353347,16.7537604066573
"P01008",15.4088911722183,16.3619986493281,15.3621818330921,14.4879603876135,13.8964304345774
"O15075",16.6003420250083,16.6077737686315,16.4580832565996,17.5600185589218,17.0962603889409
"Q03013",16.5786876186247,13.5578710174145,14.2534055858387,13.1767907357194,13.2970551380103
"O60888",17.4985166838153,17.4762848967149,16.869877457139,17.8351738817268,17.549921653067
"P60660;P14649",17.7906406293335,17.5860628497521,17.9281506492427,17.2444738947227,17.4718529865518
"P62805",16.4349398989986,17.3942074142348,16.8707143486744,17.2160291139484,16.2491078225319
"P02533;O76013;P13646;P19012;P35900;Q7Z3Y7;Q7Z3Y8",12.7569863874998,13.5633917658254,13.1133059357818,12.8722046208879,16.6610004880203
"P30042",17.3138438041458,17.9122830534306,17.1915416621414,16.6630908443684,17.6324784686593
"P06703",18.564328406523,17.9278357771164,19.8081321608439,18.3345247270648,18.7871713588944
"P27816",14.8166308373059,15.0056616289103,13.3012702583527,14.2024369056393,14.9092415798355
"Q9NRV9",16.7000929252098,15.4039392066716,15.6717644105394,15.2270674145956,15.6399603559668
"Q02952",16.5987701103206,17.428747470741,17.0371330406802,16.4605588144948,16.6883991339109
"Q9NRX4;Q8WUM9",16.4614656703547,15.6876268872938,16.7381184672289,16.4020809674812,16.9288980722222
"P07947",15.6477208658,15.6409421926196,16.6486304217006,16.5102570291041,16.0095488871852
"P35573",15.3630061238587,15.4895457151891,15.3011560316272,15.9755891649659,15.3123784847881
"P52907",16.5074412849812,16.8653832037688,16.6900096125031,17.0138092656736,16.602907734686
"P24539",18.1988570457749,17.7643282295366,17.7997355499774,17.5006319769124,17.8386678588843
"Q86TX2;P49753",15.9179014758218,16.9931090268815,16.3672636698084,14.4273472787897,15.6235318287342
"P61266",17.6395880048264,18.4712668185035,17.6283938858782,18.0868384792935,17.4833644921056
"P0CG30;P0CG29",15.5770021444404,13.9471513299166,15.2108385356913,15.9190233774599,14.5999548889355
"Q13126",16.3691856700064,16.6624670114178,16.0593436586576,16.6642387878857,16.797045332699
"P62826",17.398804499497,17.746687423635,17.6117802809457,18.03741058077,17.7372902695277
"O75964",16.9293031817442,17.378594947646,17.3376342072677,16.8768393730811,17.0322328841805
"P78344",13.3213466717343,13.0564565938076,12.7567899013655,13.6221144382254,13.9967195189049
"P22626",15.5653275168345,14.7416896742348,14.8715591379248,14.7059422898336,16.0008519893589
"Q9H479",17.0131555464935,16.7086225091161,16.4644687558394,16.3690376562436,17.1146234038663
"P11137",13.154336715453,15.0492554254546,13.7800792866887,13.1385245509295,13.4702919831518
"P14923",12.4945074977399,12.8469768623938,12.5378257598969,12.6741025333602,15.5096027092627
"P16930",16.2887252850081,16.6140663024874,16.0627156413128,16.5622019759707,16.7612699181041
"P61224;A6NIZ1",18.0762228263003,17.9156716995881,18.163455247162,18.5540443423364,18.1304241446352
"P04350",19.439139848483,19.6164888099387,18.7161041097986,19.1609348814356,19.126526802212
"Q15274",17.4028387543255,16.8019183058892,17.7090109151829,15.9687192695588,17.7050829753581
"P12235;Q9H0C2",16.5525190299424,17.2941109102333,16.9142160335756,17.0283118754919,16.7100628615232
"O14773",18.6203911181632,18.9679874088114,17.9961990727372,18.380502400592,18.7784940152903
"P04216",18.4583700597057,19.4422367463525,18.616800375329,18.9365623252925,18.9651313238476
"Q13424",16.1256713645159,16.306552243426,16.1116923538828,16.7357502518345,16.1284688242695
"P34932",15.8304572437575,15.8692974033131,15.433959583635,16.0223067239633,15.7115573451234
"Q99623",16.4382206341151,16.649824651896,16.6014638961876,16.267421852131,16.3067930078645
"P21926",20.7931695275519,20.4324825485045,20.0623587057222,20.3645572285711,20.3176497083829
"O75915",14.7045687546056,14.8358084105664,16.2949903882201,15.073439210272,14.9553810722326
"P78324;Q5TFQ8",16.125341576942,16.2734433761882,16.0398805323882,17.0105666690894,16.4040171404104
"O95741",15.2222911384556,14.9170826618706,15.3426301343664,15.3520519367419,14.7286688607388
"P11413",15.4240057234913,15.3541412152605,14.8230204804474,15.4801980290149,15.2987324083398
"Q99829",15.422037232594,14.4862005741114,15.2439354907661,14.3413361709992,15.622699919109
"P55087",20.7761776296463,21.0861306771796,20.6211173052078,21.5707669227207,22.2403756916225
"Q9Y4G6",15.173775193855,14.3831195155429,14.6339064685654,15.7046370029242,14.9108639401341
"Q53GQ0",15.577759969239,15.8989043958494,15.560257626934,15.6593573694625,15.6723537203125
"Q9BUT1",16.5335529508514,16.6073722875548,17.2564222482712,17.1488346841537,17.2058714760668
"O00154",17.2700660857274,17.9626154030623,17.2261964669134,17.4172727939914,17.2371779557333
"P50148",17.7617729307112,17.5627622307803,17.071107027318,17.863748984494,17.9215515950649
"P61026;A6NDJ8",18.2276699342665,17.4075949259828,17.7109589784278,18.213953869583,17.9115334519566
"P49821",16.3796074177474,17.0104765657952,16.254251965659,16.2883055342599,16.156307625198
"O00186;Q86YW0",15.6511903470758,15.2749342318085,14.9470244130022,15.2819440734341,15.3345355389191
"P30084",18.2846474867817,18.3859666268753,17.8819096678411,17.8440528793724,18.3102000816915
"P53007",15.0301363271485,15.3874597804867,14.8670945312973,14.8096188443931,14.9921706257995
"O00571;O15523",15.3565041674622,15.5256923835039,14.9474200346374,16.157791848699,15.3412556699236
"P04040",14.9908409413601,15.3040058498172,14.5394130877732,15.0237472091322,15.0783435421769
"P15531",17.2079603279671,16.9458258669422,17.1214723064296,17.2807413833275,16.8207868589477
"Q9UL46",15.3209318345453,14.9802037590714,16.4088036911261,15.1066585698121,15.4536931773276
"Q15165",16.5735503148979,16.2924287760327,16.0522201757949,17.2474009114029,16.8365175555053
"P49589",14.5808178933202,14.1456973528218,14.0018942314111,14.3932790567634,14.3422401734093
"Q07960",15.1174803363974,15.3838531863203,15.9856671686313,15.3593995655095,15.1533100288723
"P00390",16.9276442584653,16.8824017807589,16.9414219188084,17.1497651361302,17.2801560255189
"O15540",16.8313086173722,16.6622574927778,17.3147267100895,17.3414491520467,16.7833293711611
"O00299",17.321958135072,17.2523482296824,17.6386765832104,17.8669811850791,17.7864517044199
"O75489",15.2513220317509,15.6281198869955,15.2896812415715,14.9390099028059,14.5984482736285
"P60033",19.1328337118775,19.2926060622882,18.9816247144582,19.2404532152227,19.1112447825323
"A6NCE7;Q9H492",18.5100866468736,18.7284814084503,18.23489380045,18.6829910069758,19.0132870215819
"Q15555",17.4360077427332,16.8286598012216,17.2532817618086,17.2051033109727,17.4543697815941
"P07602",17.260869085306,16.7646960261883,17.5477628756658,17.0998416983328,17.4182916116286
"P84095",16.5604693988539,16.1348297876165,16.1339556376674,16.3225430381405,16.2899481807448
"P54920;Q9H115",16.5052377483124,16.6728171505319,16.5206057462974,16.3049631422,16.5531516413958
"Q7Z3D6",15.4802610777929,15.4979413666246,15.3632553585032,15.4909907652125,15.319303430016
"P36969",14.3898702402634,14.4197049295204,14.9987395207246,14.1177313402891,14.6825638857947
"Q15334;Q6P1M3",15.0816445461303,15.3743312675749,14.8240425088469,15.3880374665462,15.0858830601028
"O43837",15.5513178481079,16.5151949365141,15.7151532466802,15.1458466203278,15.7141163676652
"Q15631",15.6914928739993,15.0459929906636,16.588604996255,14.6727880611275,15.5577425135653
"P10155",15.3977782886596,15.280225354645,14.7930096805852,15.0774325809792,15.5194683094341
"Q9H8H3",18.5962114396433,18.5353672768497,18.9121565778437,19.1545972028699,18.6418659346798
"P02774",16.3494351283932,15.9458279027152,15.6322878450313,14.5460202028555,15.2976399624599
"Q6IS14",17.2041687823631,16.9486485497274,17.4165980042343,17.3308885965144,17.3442819215239
"Q15366;P57721",17.5227606695667,17.7769067809277,17.569960681531,18.2270739522749,17.8403531827779
